,mirna,low_medium_p_value,low_high_p_value,medium_high_p_value
0,hsa-mir-577,0.008603769303825812,0.2282805596358467,0.9912374453043723
1,hsa-mir-511-1,0.04817404971865684,0.9939823429261943,0.3754691297239794
2,hsa-mir-210,0.6216649795478859,0.026548097523633032,0.06180381907788984
